2011.12,99.48601,
2012.01,99.70516,
2012.02,99.86135,
2012.03,99.92841,
2012.04,99.90935,
2012.05,99.82479,
2012.06,99.71433,
2012.07,99.63026,
2012.08,99.5976,
2012.09,99.62976,
2012.10,99.70329,
2012.11,99.80196,
2012.12,99.92998,
2013.01,100.0777,
2013.02,100.227,
2013.03,100.3548,
2013.04,100.4754,
2013.05,100.5959,
2013.06,100.6939,
2013.07,100.7556,
2013.08,100.7916,
2013.09,100.8081,
2013.10,100.8107,
2013.11,100.8099,
2013.12,100.7978,
2014.01,100.7807,
2014.02,100.792,
2014.03,100.8351,
2014.04,100.8923,
2014.05,100.9473,
2014.06,100.9943,
2014.07,101.024,
2014.08,101.0382,
2014.09,101.0358,
2014.10,101.0054,
2014.11,100.9514,
2014.12,100.8703,
2015.01,100.769,
2015.02,100.6602,
2015.03,100.5531,
2015.04,100.4505,
2015.05,100.3426,
2015.06,100.2239,
2015.07,100.065,
2015.08,99.87835,
2015.09,99.6955,
2015.10,99.54619,
2015.11,99.42212,
2015.12,99.31093,
2016.01,99.21778,
2016.02,99.15582,
2016.03,99.13548,
2016.04,99.14045,
2016.05,99.15594,
2016.06,99.16966,
2016.07,99.19244,
2016.08,99.23886,
2016.09,99.32157,
2016.10,99.44127,
2016.11,99.58005,
2016.12,99.71565,
2017.01,99.82322,
2017.02,99.89455,
2017.03,99.93531,
2017.04,99.95955,
2017.05,99.98738,
2017.06,100.0273,
2017.07,100.0763,
2017.08,100.1516,
2017.09,100.2462,
2017.10,100.3467,
2017.11,100.4389,
2017.12,100.5237,
2018.01,100.6123,
2018.02,100.6996,
2018.03,100.7562,
2018.04,100.772,
2018.05,100.7565,
2018.06,100.7185,
2018.07,100.6581,
2018.08,100.5725,
2018.09,100.4436,
2018.10,100.2696,
2018.11,100.0741,
2018.12,99.88535,
2019.01,99.72318,
2019.02,99.59351,
2019.03,99.48909,
2019.04,99.38284,
2019.05,99.27053,
2019.06,99.16193,
2019.07,99.06361,
2019.08,98.9832,
2019.09,98.94732,
2019.10,98.9456,
2019.11,98.95014,
2019.12,98.93464,
2020.01,98.86845,
2020.02,98.74162,
2020.03,96.90202,
2020.04,92.13588,
2020.05,93.53693,
2020.06,95.46442,
2020.07,97.03056,
2020.08,97.7035,
2020.09,97.94309,
2020.10,98.25179,
2020.11,98.5983,
2020.12,98.96698,
2021.01,99.2966,
2021.02,99.63201,
2021.03,99.92563,
2021.04,100.152,
2021.05,100.2345,
2021.06,100.3141,
2021.07,100.2561,
2021.08,100.1829,
2021.09,100.1052,
2021.10,100.0263,
2021.11,99.94479,
2021.12,99.90878
